country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",19-10-2025 20:00,28.6811736,77.3025234,NH3,3,5,4
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",19-10-2025 20:00,28.6811736,77.3025234,SO2,1,15,9
India,Delhi,Delhi,"ITO, Delhi - CPCB",19-10-2025 20:00,28.628624,77.24106,PM2.5,223,407,322
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC",19-10-2025 20:00,28.73282,77.170633,NO2,48,122,81
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",19-10-2025 20:00,28.58028,77.233829,PM10,157,500,260
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",19-10-2025 20:00,28.58028,77.233829,NH3,8,14,11
India,Delhi,Delhi,"Lodhi Road, Delhi - IITM",19-10-2025 20:00,28.588333,77.221667,NO2,59,195,114
India,Delhi,Delhi,"Pusa, Delhi - IMD",19-10-2025 20:00,28.63611,77.173332,OZONE,8,123,77
India,Delhi,Delhi,"R K Puram, Delhi - DPCC",19-10-2025 20:00,28.563262,77.186937,PM2.5,237,422,332
India,Delhi,Delhi,"Rohini, Delhi - DPCC",19-10-2025 20:00,28.732528,77.11992,PM2.5,203,366,314
India,Delhi,Delhi,"Rohini, Delhi - DPCC",19-10-2025 20:00,28.732528,77.11992,OZONE,10,218,116
India,Delhi,Delhi,"Shadipur, Delhi - CPCB",19-10-2025 20:00,28.6514781,77.1473105,NH3,12,20,15
India,Delhi,Delhi,"Shadipur, Delhi - CPCB",19-10-2025 20:00,28.6514781,77.1473105,CO,36,110,60
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",19-10-2025 20:00,28.5504249,77.2159377,PM2.5,277,365,328
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",19-10-2025 20:00,28.60909,77.0325413,SO2,2,23,10
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",19-10-2025 20:00,28.570173,76.933762,PM2.5,143,308,232
India,Delhi,Delhi,"Narela, Delhi - DPCC",19-10-2025 20:00,28.822836,77.101981,SO2,1,24,12
India,Delhi,Delhi,"Narela, Delhi - DPCC",19-10-2025 20:00,28.822836,77.101981,CO,22,63,36
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",19-10-2025 20:00,28.56789,77.250515,OZONE,3,301,185
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD",19-10-2025 20:00,28.6573814,77.1585447,CO,28,132,59
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM",19-10-2025 20:00,28.656756,77.227234,OZONE,2,158,75
India,Delhi,Delhi,"DTU, Delhi - CPCB",19-10-2025 20:00,28.7500499,77.1112615,NO2,43,59,52
India,Delhi,Delhi,"DTU, Delhi - CPCB",19-10-2025 20:00,28.7500499,77.1112615,OZONE,15,19,17
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD",19-10-2025 20:00,28.5627763,77.1180053,PM10,167,452,276
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",19-10-2025 20:00,28.6811736,77.3025234,NO2,64,74,71
India,Delhi,Delhi,"Lodhi Road, Delhi - IMD",19-10-2025 20:00,28.5918245,77.2273074,OZONE,24,306,186
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",19-10-2025 20:00,28.611281,77.237738,NO2,39,173,98
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",19-10-2025 20:00,28.636429,77.201067,SO2,2,58,23
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",19-10-2025 20:00,28.636429,77.201067,CO,40,106,58
India,Delhi,Delhi,"Mundka, Delhi - DPCC",19-10-2025 20:00,28.684678,77.076574,OZONE,2,135,101
India,Delhi,Delhi,"Patparganj, Delhi - DPCC",19-10-2025 20:00,28.623763,77.287209,PM10,185,416,304
India,Delhi,Delhi,"Patparganj, Delhi - DPCC",19-10-2025 20:00,28.623763,77.287209,NH3,10,14,12
India,Delhi,Delhi,"Patparganj, Delhi - DPCC",19-10-2025 20:00,28.623763,77.287209,CO,2,117,30
India,Delhi,Delhi,"Patparganj, Delhi - DPCC",19-10-2025 20:00,28.623763,77.287209,OZONE,4,298,177
India,Delhi,Delhi,"Pusa, Delhi - DPCC",19-10-2025 20:00,28.639652,77.146275,OZONE,4,215,112
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",19-10-2025 20:00,28.531346,77.190156,OZONE,1,168,90
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",19-10-2025 20:00,28.672342,77.31526,CO,37,106,53
India,TamilNadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",19-10-2025 20:00,12.9099161,80.1076538,PM10,47,264,130
India,TamilNadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",19-10-2025 20:00,12.9099161,80.1076538,CO,33,113,45
India,TamilNadu,Chennai,"Arumbakkam, Chennai - TNPCB",19-10-2025 20:00,13.0664,80.2112,PM2.5,13,313,108
India,TamilNadu,Chennai,"Arumbakkam, Chennai - TNPCB",19-10-2025 20:00,13.0664,80.2112,NH3,3,5,4
India,TamilNadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",19-10-2025 20:00,13.218341,80.32027,OZONE,10,10,10
India,TamilNadu,Chennai,"Manali Village, Chennai - TNPCB",19-10-2025 20:00,13.1662,80.2584,PM10,10,104,59
India,Rajasthan,Jaipur,"Mansarovar Sector-12, Jaipur - RSPCB",19-10-2025 20:00,26.843698,75.766894,PM10,53,399,193
India,Rajasthan,Jaipur,"Shastri Nagar, Jaipur - RSPCB",19-10-2025 20:00,26.9502929,75.730943,OZONE,6,69,54
India,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB",19-10-2025 20:00,26.9164092,75.7994901,PM2.5,46,285,104
India,Rajasthan,Jaipur,"Sector-2 Murlipura, Jaipur - RSPCB",19-10-2025 20:00,26.960669,75.771817,OZONE,6,144,99
India,Rajasthan,Jaipur,"Shastri Nagar, Jaipur - RSPCB",19-10-2025 20:00,26.9502929,75.730943,PM2.5,59,336,144
India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",19-10-2025 20:00,17.5184,78.278777,NH3,1,4,2
India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB",19-10-2025 20:00,17.5316895,78.218939,PM2.5,122,185,160
India,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB",19-10-2025 20:00,17.585705,78.126199,PM2.5,NA,NA,NA
India,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB",19-10-2025 20:00,17.585705,78.126199,NH3,3,4,4
India,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB",19-10-2025 20:00,17.585705,78.126199,SO2,6,28,11
India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB",19-10-2025 20:00,17.393559,78.339194,PM2.5,43,128,54
India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB",19-10-2025 20:00,17.393559,78.339194,NO2,14,18,16
India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB",19-10-2025 20:00,17.393559,78.339194,NH3,2,4,3
India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB",19-10-2025 20:00,17.393559,78.339194,OZONE,23,38,30
India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB",19-10-2025 20:00,17.544899,78.486949,PM2.5,54,64,59
India,Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB",19-10-2025 20:00,17.540891,78.358528,PM10,90,155,116
India,Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB",19-10-2025 20:00,17.540891,78.358528,NO2,26,46,33
India,Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB",19-10-2025 20:00,17.540891,78.358528,CO,22,40,31
India,Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB",19-10-2025 20:00,17.540891,78.358528,OZONE,48,59,56
India,TamilNadu,Chennai,"Perungudi, Chennai - TNPCB",19-10-2025 20:00,12.9533,80.2357,PM2.5,3,453,166
India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB",19-10-2025 20:00,13.0052189,80.2398125,NO2,14,19,16
India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB",19-10-2025 20:00,17.417094,78.457437,CO,14,36,18
India,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB",19-10-2025 20:00,17.349694,78.451437,PM2.5,79,183,127
India,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB",19-10-2025 20:00,17.349694,78.451437,PM10,97,154,126
India,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB",19-10-2025 20:00,17.349694,78.451437,NO2,20,30,26
India,Telangana,Hyderabad,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",19-10-2025 20:00,17.429398,78.569354,OZONE,18,36,29
India,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB",19-10-2025 20:00,17.37206,78.50864,PM10,64,103,76
India,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB",19-10-2025 20:00,17.37206,78.50864,NO2,16,26,18
India,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB",19-10-2025 20:00,17.37206,78.50864,NH3,4,5,4
